30008,11716,"Georgia Gun Club, LLC",1951 Braselton Highway,GA,Buford,30519,(678) 620-3008,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.georgiagunclub.com/
30008,3146,River Bend Gun Club,988 River Bend Gun Club Road,GA,Dawsonville,30534,(770) 893-3502,Yes,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 500 yd/mtr",,http://www.rbgc.org
30008,5915,"Bulls Eye Marksman and Gun Club, LLC",6190 Parkway North Drive,GA,Cumming,30040,(678) 965-5504,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.bullseyemarksman.com
30008,6983,"North America Outdoors, LLC",686 Peachtree Industrial Road Suite 120,GA,Suwanee,30024,(404) 538-7000,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.north-america-outdoors.com
30008,7670,Dead Center Range,1759 Buford Highway,GA,Buford,30518,(770) 614-0562,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.deadcenterrange.com
30008,4462,"Bullseye Sporting Goods, Inc.",221 West Crogan St,GA,Lawrenceville,30046,(770) 963-6556,No,"Public, Indoor, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,#
30008,7352,HiCaliber Firearms,3800 Holly Springs Pkwy.,GA,Canton,30115,(678) 880-8764,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.hicaliberfirearms.com
30008,7437,Big Woods Goods,350 ROnnell Rd,GA,Canton,30115,(678) 880-0493,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.bigwoodsgoods.com/
30008,1573,GA Firing Line,2727 Canton Road Suite 410,GA,Marietta,30066,(770) 425-8461,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.gafiringline.com
30009,12012,The Vault,2445 Austell Road,GA,Marietta,30008,(770) 436-2218,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,https://vaultguns.com
30009,9081,Governors Gun Club,1005 Cobb Place Blvd,GA,Kennesaw,30144,770651-0495,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 100 yd/mtr",,http://www.governorsgunclub.com
30009,7774,Governors Gun Club,5740 C.H. James Pkwy,GA,Powder Springs,30127,(678) 384-0005,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.governorsgunclub.com/
30009,7444,Stoddard's Range and Guns-Douglasville,5840 Bankhead Hwy,GA,Douglasville,30134-2029,(678) 838-4848,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.stoddardsguns.com
30009,1547,Wild West Traders,2445 Austell Road,GA,Marietta,30008-4515,(770) 436-2218,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.wwtguns.com
30013,7684,Trigger Time LLC,7429 Spout Springs Rd. # 101,GA,Flowery Branch,30542,(770) 967-4444,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.triggertime.org
30013,7008,Cedar Creek Outdoors,4042 Chamblee Rd,GA,Oakwood,30566,(770) 536-9006,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,http://www.cedarcreektactical.com
30013,1465,Cherokee Gun Club,1700 Chandler Rd,GA,Gainesville,30507,(770) 531-9493,No,"Public, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,http://www.cherokeegunclub.org
30013,5377,Cherokee IPSC,1700 Candler Rd,GA,Gainesville,30507-8427,,No,"Private, Indoor, Public Access, Members Only",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,http://www.cherokeeipsc.org
30013,7865,Trading Place Indoor Gun Range,1412 SouthBroad St,GA,Monroe,30655,(770) 266-0281,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.tradingplacegunrange
30014,5343,Buckeye Sporting Clays,1250 Jersey Social Circle Road,GA,Covington,30014,(770) 294-9688,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.buckeyeplantation.com
30014,7203,Buckeye Plantation,1250 Jersey Social Circle Road,GA,Covington,30014,(770) 294-9688,No,"Private, Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,#
30014,4926,American Heritage Gun Range & Training Center,775 Highway 42 North,GA,McDonough,30253,(678) 432-4867,No,"Public, Indoor, Handicap accessible , Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://americanheritagegr.com
30017,7625,Five Spring Hunting Preserve,205 Spears Lane,GA,Mansfield,30055,(770) 786-1388,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.5springshunting.com
30017,8979,Clybel Shooting Range,2430 Marben Farm Rd,GA,Mansfield,30055,770-788-4023,No,"Public, Indoor/Outdoor, Handicap accessible , Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr, Center-Fire Rifle: 50 yd/mtr",,https://georgiawildlife.com/clybel-shooting-range
30017,8732,Charlie Ellliot Wildlife Center,543 Elliott Trail,GA,Mansfield,30055,770-784-3152,No,"Public, Outdoor, Handicap accessible , Public Access",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://georgiawildlife.com/CharlieElliott
30017,10798,Burnt Pine Plantation,1161 Blackwell Road,GA,Newborn,30056,(706) 557-0407,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,https//www.burntpine.com
30018,5745,Griffin Gun Club Inc,550 Amelia Road,GA,Griffin,30223,(770) 228-4872,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.thegriffingunclub.org
30032,5930,Etowah Valley Sporting Clays Park,619 Sporting Hill Drive,GA,Dawsonville,30534,(706) 265-1611,No,"Public, Outdoor, Handicap accessible , Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.etowahvalleysportingclays.com
30032,10985,"Appalachian Gun & Pawn, Inc",140 Shelby Lane,GA,Jasper,30143,(706) 253-1911,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 50 yd/mtr",,http://www.appalachiangun.com
30035,1635,"Autrey's Armory, Inc.",116 Bethea Road   Suite 118,GA,Fayetteville,30214,(770) 719-2454,No,"Public, Indoor, Handicap accessible",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.autreys.com
30105,8573,J.L. Lester WMA Archery Range,2568 Antioch Road,GA,Cedartown,30125,706-295-6041,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://georgiawildlife.com/allranges
30105,5344,Barnsley Gardens Resort,597 Barnsley Gardens Rd,GA,Adairsville,30103-5712,(770) 773-7480,No,"Public, Outdoor, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.barnsleyresort.com
30107,8572,Chestnut Mountain Shooting Range,Chestnut Mountain Road,GA,Dalton,30105,706-295-6041,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://georgiawildlife.com/allranges
30107,5501,Tactical Guns & Ammo/ Indoor Shooting Range,360 Lovers Lane Rd,GA,Calhoun,30701,(706) 383-6630,No,"Public, Indoor, Handicap accessible , Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://tgasupplies.com
30107,8574,Rocky Mountain Archery Range,4054 Big Texas Valley Road NW,GA,Rome,30165,706-624-1161,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://georgiawildlife.com/allranges
30126,5418,Romal Ranch,551 County Road 607,AL,Piedmont,36272-4948,(256) 447-7901,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,#
30126,4878,BJ's Gun Shop and Indoor Pistol Range,996 Cedar Bluff Rd,AL,Centre,35960,(256) 927-4867,No,"Private, Indoor, Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,#
30137,7558,"Atlanta Range and Ordnance, Inc",80 Millard Farmer Industrial Blvd Hwy 34 Bypass,GA,Newnan,30263,(770) 683-8755,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 yd/mtr,,http://www.atlantagunrange.com
30137,7590,Advanced Bullets Outdoor Range,35 Spruill Bridge Rd,GA,Temple,30179,(770) 562-4333,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.advancedbullets.com
30143,6127,"Pickens County Sportsmans Club, Inc.",739 Old Jones Mtn Rd East,GA,Talking Rock,30175,(770) 355-7633,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 300 yd/mtr",,http://www.pcsc.us
30171,11751,Shot Spot LLC,970 Hays Mill Road Building 200,GA,Carrollton,30117,(678) 664-0610,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 100 yd/mtr",,http://www.shotspotllc.com
30171,2554,Little River Gun Club,285 Bear Creek Road,GA,Carrollton,30117,(770) 832-9553,No,"Private, Outdoor, Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,#
30183,12365,Knotty Pines Gun Club,15786 County Road 49,AL,Heflin,36264,256-310-6358,No,"Public, Outdoor, Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 75 ft,,#
30215,3788,Fayette County 4-H Range,2275 Highway 85 S,GA,Fayetteville,30215-2906,(770) 305-5412,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,http://www.caes.uga.edu/extension/fayette/4h/ss.html
30215,2555,Cherokee Rose Sporting Resort,895 Baptist Camp Rd,GA,Griffin,30223-5723,(770) 227-6569,No,"Public, Outdoor, Handicap accessible",,"Handguns, Rifles, Shotguns",,,https://crclays.com/
30217,4187,Ole Mill Range Complex,129 North Searcy Avenue,GA,Griffin,30223,(770) 467-4225,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 yd/mtr,,http://www.olemillrangeCTC.com
30218,3859,The Meadows National Gun Club,1064 Rumble Rd,GA,Forsyth,31029-8250,(478) 994-9910,Yes,"Public, Outdoor, Handicap accessible",,"Handguns, Rifles, Shotguns",,,#
30222,8576,West Point WMA Shooting Range,5000 Mooty Bridge Road,GA,Lagrange,30240,678-920-3308,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://georgiawildlife.com/allranges
30223,3504,Big Red Oak Plantation,8428 Greenville Rd.,GA,Gay,30218,(706) 538-6870,Yes,"Public, Outdoor, Handicap accessible",,"Handguns, Rifles, Shotguns",,,http://www.bigredoakplantation.com
30241,9772,Firing Pin Shooting Sports,2195 First Avenue,AL,Opelika,36830,(334) 737-6444,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://firingpinshootingsports.com
30289,8565,Big Lazer Creek WMA Shooting Range,1541 Bunkham Road,GA,Talbotton,31827,478-825-6354,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://georgiawildlife.com/allranges
30412,4580,Altamaha Regional Shooters Club,Trum Ruth Rd,GA,Vidalia,30475-0194,(912) 537-8730,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 300 yd/mtr",,#
30412,4736,Rose Allen Plantation,178 North Hamilton Street,GA,Lyons,30436,(912) 293-5014,No,"Public, Outdoor, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.roseallenplantation.com
30412,11307,Sportsman's Corner,10376 U.S. 221,GA,Soperton,30457,(912) 529-4614,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr",,https://www.sportsmanscorner.org
30417,11101,Georgia Southern Shooting Sports Education Center,3271 Old Register Road,GA,Statesboro,30458,(912) 478-7732,Yes,"Public, Indoor, Handicap accessible , Public Access, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,https://recreation.georgiasouthern.edu/ssec/
30417,5556,Red Fern Plantation,1640 Red Fern Lane,GA,Statesboro,30461,(912) 531-2482,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.redfernplantation.com
30417,7019,Hurricane Branch Plantation,4300 Red Clay Rd,GA,Claxton,30417,(912) 687-3989,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://www.hurricanebranchplantation.com
30417,8583,Evans County Archery Range,4757 Area Line Road,GA,Claxton,30417,912-739-1139,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://georgiawildlife.com/allranges
30426,5665,Baygall Sporting Clays,6808 Rocky Ford Rd,GA,Garfield,30425,(912) 536-4793,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.baygallsportingclays.com
30426,5309,Mill Branch Gun Club,Mill Branch Road,GA,Sylvania,30467,(912) 489-9844,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,#
30426,5152,Hanging Rocks Plantation,1192 Honey Ridge Rd,GA,Millen,30442,(478) 982-4022,No,"Public, Outdoor, Handicap accessible , Public Access",,"Handguns, Rifles, Shotguns",,,http://www.hangingrocksplantation.com
30441,7477,Tarver Grove Plantation,119 Ooyle Jackson Rd,GA,Bartow,30413,(478) 357-7968,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://www.tarvergrove.com
30445,7463,Cool Acres Sporting Camp,136 Cool Springs Rd,GA,Swainsboro,30401,(912) 313-3415,No,"Public, Outdoor, Handicap accessible , Public Access",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 500 yd/mtr, Center-Fire Rifle: 500 yd/mtr",,http://www.coolacressportingcamp.com
30457,5332,Twin Oaks Range,1609 Greg Couey Rd Po Box 4096,GA,Dublin,31021-9624,(478) 275-4584,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 300 yd/mtr,,http://www.twinoaksrange.com
30506,8571,Wilson Shoals WMA Shooting Range,2701 Grant Mill Road,GA,Alto,30510,678-739-7182,No,"Public, Outdoor, Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://georgiawildlife.com/allranges
30506,5474,Semper Fi Gun Training & Outdoor Range,500 Line Church Rd,GA,Alto,30510,(770) 405-9015,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 300 yd/mtr, Center-Fire Rifle: 300 yd/mtr",,http://semperfiguntraining.com
30516,5971,NCF Sporting Clay and Quali Hunting,3668 Newport Road,GA,Blue Ridge,30513,(706) 781-4019,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://ncfga.com
30516,8568,Rich Mountain Cartecay Tract Archery Range,106 Brett Dickey Memorial Drive,GA,Ellijay,30522,706-295-6041,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://georgiawildlife.com/allranges
30516,7820,North Georgia Gun Range,123 Maddox Circle,GA,East Ellijay,30539,(706) 635-3473,No,"Private, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",,,#
30531,2556,Athens Rifle Club,199 Paradise Valley Road,GA,Athens,30607,(706) 354-5025,No,"Private, Indoor/Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,#
30543,5667,Benton Sporting Clays,6595 Hwy 411,TN,Benton,37307,(423) 338-2008,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.bentonshooters.com/clays.htm
30558,4606,Spring Creek Range,Us Highway 64 Route 1,TN,Benton,37307-0348,(423) 338-5201,No,"Public, Outdoor, Handicap accessible",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,#
30605,10331,Gun Site Hills,84 Oneal Road,GA,Lexington,30648,(706) 743-3053,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.gunsitehills.com
30627,6827,Old Hudson Plantation,299 Skeet Ln,GA,Sparta,31087-2544,(706) 467-9345,Yes,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.oldhudsonplanation.com
30708,4219,Jack's Pawn Shop,214 S Hamilton St,GA,Dalton,30720-4218,(706) 226-6432,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.jackspawn.com
30710,7328,On Target at Fox Mountain,145 Fox Mountain Rd,GA,Rising Fawn,30738,(423) 580-4111,No,"Private, Outdoor, Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 50 yd/mtr",,http://www.ontargetfoxmtn.com
30710,11110,"Shooters Depot of Ringgold, LLC",5443 Battlefield Parkway,GA,Ringgold,30736,(706) 952-2130,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://theshootersdepot.com
30710,3935,Chattanooga Rifle Club,4706 Brainerd Rd,TN,Chattanooga,37411,(423) 493-9003,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 500 yd/mtr, Center-Fire Rifle: 500 yd/mtr",,http://www.chattanoogarifleclub.org
30720,6086,Carter Shooting Supply & Range,6210 Hwy 58,TN,Harrison,37341,(423) 344-1099,No,"Private, Indoor, Handicap accessible , Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.cartershootingsupply.com
30726,3979,Buzzard's Road Sporting Clays,900 Mountain Creek Rd R 297,TN,Chattanooga,37405-4500,(615) 424-3452,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,#
30726,5081,"Sportsman's Indoor Shooting, Inc.",4824 Hixson Pike,TN,Chattanooga,37343-4416,(423) 875-4868,No,"Private, Indoor, Handicap accessible , Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,#
30726,5586,Shooter's Supply & Indoor Range,4824 Hixson Pike,TN,Hixson,37343-4416,(423) 875-4868,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,http://www.shooters-range.com
30805,12205,LCS Gun Club,2479 Bartow Road,GA,Sandersville,31082,478-232-6032,Yes,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 50 yd/mtr",,https://lcsinstruction.com/
31004,1986,Barksdale Plantation,RR 4  Longstreet Road,GA,Cochran,31014-9804,(478) 934-6916,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.georgiaoutdoors.com/hunting/huntingDetails.asp?place=%7BBC1B8804-91A8-11D5-B392-00C0F01636AA%7D
31004,8493,Beaverdam WMA Shooting Range,2115 Oconee Church Road,GA,Toomsboro,31090,229-426-5267,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://georgiawildlife.com/allranges
31006,12382,Steel Forest Range and Academy,4675 Sheraton Drive,GA,Macon,31210,(478) 330-6918,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://steelforestga.com
31006,5293,"Eagle Gun Range, Inc.",109 Woodfield Dr,GA,Macon,31210-5680,(478) 757-4867,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.eaglegunrange.com
31006,4268,Ocmulgee River Gun Club,169 Marcar Rd,GA,Macon,31216,(478) 788-7989,No,"Public, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,http://www.ocmulgeerivergunclub.us/
31006,4110,Marion Road Gun Club,6170 Marion Rd,GA,Macon,31217,(478) 743-8734,No,"Private, Indoor, Handicap accessible , Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,http://www.marionroad.com
31007,9066,Ocmulgee WMA Shooting Range,726 Upper River Road,GA,Hawkinsville,31036,678-822-7204,No,"Public, Outdoor, Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://georgiawildlife.com/allranges
31007,2055,Cool Springs Gun Club,PO Box 767,GA,Fort Valley,31030-0767,(912) 825-3946,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://georgiaipsc.com/index.php/cool-springs/
31011,8580,Dodge County PFA Archery Range,325 Dodge Lake Road,GA,Eastman,31023,478-374-6765,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://georgiawildlife.com/allranges
31027,9028,Cedar Creek Shooting Range,242 Bradley Road,GA,Eatonton,31024,(678) 787-5349,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,#
31035,5075,Black Creek Plantation,690 Carl Smith Rd,GA,Mc Intyre,31054-2460,(478) 387-5650,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.blackcreekplantation.com
31042,7635,Camp Sumter Sport Shooting Association,1295 Stubbs Rd,GA,Andersonville,31711,(229) 938-8663,No,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.campsumter.net
31075,4657,Red Pebble Plantation,10728 Hwy 159 N,GA,Rebecca,31783,(229) 643-1888,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.redpebbleplantation.com
31305,11733,Centerfire Shooting Sports,875 N Jan-Mar Court,KS,Olathe,66061,(913) 782-4900,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.centerfiress.com
31305,6911,Bass Pro Shop num 036,12051 Bass Pro Drive,KS,Olathe,66061,(913) 254-5200,Yes,"Public, Indoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://www.basspro.com/webapp/wcs/stores/servlet/CFPage?storeId=10151&catalogId=10001&langId=-1&appID=94&storeID=49
31305,1472,Powder Creek Shooting Park,8601 Monticello Rd,KS,Lenexa,66227,(913) 422-5063,Yes,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.powdercreek.com
31305,4898,Hillsdale Range & Training Facility,26719 Toe Rd,KS,Paola,66071,(913) 594-1954,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,http://www.hillsdalerange.org
31305,6440,Monticello Firing Range,100 Firing Range Road,AK,Monticello Road,71655,(870) 367-5309,No,"Public, Outdoor, Handicap accessible , Public Access",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 300 yd/mtr",,#
